name,category,address,score,eval_cnt,review_cnt
호로록국수,국수,서초동 1446-1,1.0,1,2
안동장,중화요리,서초동 1579-5,0.0,0,0
아지트,술집,서초동 1564-2,0.0,0,1
예담,한식,서초동 1586-2,0.0,0,0
휴,카페,서초동 1600-9,0.0,0,0
카페마메,카페,서초동 1603-69,0.0,0,0
몽돌바당,일식,서울 서초구 서초동 1603-3,0.0,0,0
밀밭,국밥,서초1동 1445-3,0.0,0,0
백년불고기,한식,서초동 1601-2,0.0,0,0
소울&그루브,"호프,요리주점",서초동 1586-2,0.0,0,0
전문가,한식,서초동 1586-6,0.0,0,0
카페인 세종&세종부동산,카페,서초동 1599-2,0.0,0,0
대청마루,한식,서초동 1597-3,0.0,0,0
맛있는뷔페,뷔페,서초동 1445-3,0.0,0,0
맨발의 청춘,음식점,서초동 1588-7,0.0,0,0
서초 명가 버섯매운탕,음식점,서초동 1451-29,0.0,0,0
코바 서초점,한식,서초동 1443-5,0.0,0,0
(주)씨에스종합개발,커피전문점,서초동 1598-3,0.0,0,0
화과방 서울영업소,간식,서초동 1431-13,0.0,0,0
다미,한식,서초동 1598-3,0.0,0,0
보네스뻬 남부터미널점,"제과,베이커리",서초동 1445-3,0.0,0,0
이오포장마차,실내포장마차,서초동 1593-7,0.0,0,0
홍C,"호프,요리주점",서초동 1602-1,0.0,0,0
범수사,일식집,서초동 1601-1,0.0,0,0
프로보노,한식,서초동 1445-3,0.0,0,0
비바체,술집,서초동 1624-3,0.0,0,0
딱밥,퓨전한식,서초동 1603-68,0.0,0,0
파티데이즈,해산물,서초동 1442-5,0.0,0,0
하동녹차앤LS,전통찻집,서초동 1624-12,0.0,0,0
맥스웰하우스,커피전문점,서초동 1446-1,0.0,0,0
드리옹 17,퓨전한식,서초동 1440-1,0.0,0,1
만랩커피,커피전문점,서초동 1446-11,0.0,0,0
구띠에델리,카페,서초동 1445-3,0.0,0,0
아이콘,술집,서초동 1603-69,0.0,0,0
송쉐프 서초점,중화요리,서초동 1431-14,0.0,0,0
오키드,술집,서초동 1579-7,0.0,0,0
아이비,카페,서초동 1600-9,0.0,0,0
1992꿀꽈배기 서초점,"제과,베이커리",서초동 1588-2,0.0,0,1
바지락,"호프,요리주점",서초동 1605-1,0.0,0,0
카페박마담,카페,서초동 1445-3,0.0,0,0
치킨톡,치킨,서초동 1603-68,0.0,0,0
미담,한식,서초동 1595-2,0.0,0,0
오케이해물떡집,"해물,생선",서초동 1604-1,0.0,0,0
돈우리,"육류,고기",서초동 1432-23,0.0,0,0
마노,카페,서초1동 1426-2,0.0,0,0
칼디하우스 서초점,카페,서초동 1444-21,0.0,0,0
수제돈까스오카,양식,서초동 1445-3,1.0,2,0
더까페,카페,서초동 1579-6,0.0,0,0
하이들 서초본점,분식,서초동 1622-6,2.0,1,0
남매부대찌개,"찌개,전골",서초동 1580-6,0.0,0,0
몽치네,한식,서초동 1445-3,1.0,3,1
곳간하임,한식,서초동 1624-3,0.0,0,0
해물왕짬뽕,중화요리,서초동 1431-9,0.0,0,0
장인의맛,한식,서초동 1458-6,0.0,0,0
서관면옥,냉면,서초동 1675-5,3.9,51,233
샘밭막국수 서초점,국수,서초동 1685-8,3.4,139,70
인기명 교대점,"해물,생선",서초동 1696-11,4.4,5,197
대가향,중화요리,서초동 1689-5,2.9,26,57
시골보쌈&감자옹심이 교대점,"족발,보쌈",서초동 1658-1,5.0,2,26
진도집,"해물,생선",서초동 1694-14,4.6,41,86
미나미,일식,서초동 1668-7,3.2,96,104
도우리,한정식,서초4동 1692-5,2.0,21,68
금수복국 서초점,복어,서초동 1691-5,3.4,9,22
푸주옥,설렁탕,서초4동 1696-8,3.6,41,21
기와집순두부 서초점,두부전문점,서초동 1699-13,4.4,10,11
시래옥 서초직영점,한식,서초동 1675-13,2.8,14,39
마음은콩밭에 교대본점,한정식,서초동 1675-3,2.8,24,32
수타우동겐,"돈까스,우동",서초동 1690-3,2.9,33,124
미카도스시 교대점,"초밥,롤",서초동 1698-15,3.0,6,128
이심전심 언양불고기 본점,"불고기,두루치기",서초동 1658-12,4.1,25,44
그림나베 교대역점,일식,서초동 1695-5,3.0,24,104
소소떡볶이 강남본점,떡볶이,서초동 1640-27,4.0,5,83
스시진수,"초밥,롤",서초동 1685-8,4.1,20,70
서초해물찜,"해물,생선",서초동 1685-8,4.6,8,27
서석대,한식,서초동 1678-1,3.4,24,8
밀갸또,"제과,베이커리",서초동 1668-16,3.7,39,51
스타벅스 교대역점,커피전문점,서초동 1693-3,3.7,11,14
창화당 서초동점,한식,서초동 1669-4,3.5,6,80
미타니야 교대점,일식,서초동 1685-8,2.7,37,31
맥도날드 서울교대점,패스트푸드,서초동 1674-5,1.8,18,8
챱챱케이크,"제과,베이커리",서초동 1670-9,2.0,1,17
바오밥 교대점,"호프,요리주점",서초동 1696-15,4.3,6,22
스스루,일본식라면,서초동 1670-1,3.8,31,48
현경 교대점,중화요리,서초동 1698-12,3.4,13,28
강릉교동짬뽕,중화요리,서초동 1659-13,3.4,7,14
경성옥 서초본점,냉면,서초동 1699-15,4.2,5,17
임금님밥상,한정식,서초동 1670-10,3.2,6,6
산도,샌드위치,서초동 1666-12,4.5,4,59
신태평양,일식집,서초동 1692-6,3.3,28,6
투썸플레이스 교대역점,커피전문점,서초동 1673-2,2.3,8,5
스시카네,"초밥,롤",서초동 1694-3,3.5,8,30
맘스터치 서초교대점,패스트푸드,서초동 1671-5,2.5,4,4
애향,한식,서초동 1676-4,2.2,6,8
희래등,중화요리,서초동 1638-1,3.7,9,24
써브웨이 교대점,샌드위치,서초동 1670-10,2.5,12,9
설빙 교대역점,디저트카페,서초동 1659-13,1.5,24,19
홍콩반점0410 교대역점,중화요리,서초동 1659-17,3.6,24,10
만강홍 본점,중화요리,서초동 1669-8,2.6,15,15
만덕식당 교대점,"육류,고기",서초동 1668-3,3.0,1,5
지심도밥상,한정식,서초동 1694-25,4.0,3,6
구이와다찌,한식,서초동 1698-13,3.2,5,16
태평양일식 본관,일식,서초동 1692-6,5.0,1,6
톨리브 교대역본점,이탈리안,서초동 1695-26,4.0,14,12
이모네해물보쌈 교대점,"족발,보쌈",서초동 1659-6,4.6,5,8
동해수산,회,서초동 1658-1,4.5,2,11
불이아 교대점,중식,서초동 1671-1,5.0,9,11
파리크라상 교대역점,"제과,베이커리",서초동 1685-8,3.3,7,19
천억집,"육류,고기",서초동 1673-6,1.5,2,34
돈블랑 서초교대역점,"육류,고기",서초동 1688-3,4.4,11,22
디바야누스,라이브카페,서초동 1670-6,4.7,3,7
짝꿍떡볶이,떡볶이,서초동 1695-7,2.7,6,56
우시야 서초교대점,"육류,고기",서초동 1696-3,4.3,3,63
우공뭉티기 교대점,"육류,고기",서초동 1640-1,5.0,1,13
김둘레순대국 교대점,순대,서초동 1671-5,3.1,16,19
오장동면옥 서초본점,한식,서초동 1639-9,3.6,9,11
이심전심 양선지해장국,해장국,서초동 1671-5,4.8,8,10
카페설리번 교대점,카페,서초동 1670-15,4.3,3,16
홍루이젠 교대점,샌드위치,서초동 1673-10,3.0,1,14
오늘와인한잔 교대역4번출구점,와인바,서초동 1691-1,3.5,2,6
교대강릉집,"해물,생선",서초동 1692-3,3.0,8,7
백암왕순대,순대,서초동 1657-9,3.1,13,17
서초보쌈,"족발,보쌈",서초4동 1689-6,3.7,9,8
새마을식당 서초교대점,"육류,고기",서초동 1659-13,2.0,2,23
교촌치킨 서초2호점,치킨,서초동 1669-15,2.9,8,3
토종삼계탕,삼계탕,서초동 1694-12,3.7,9,8
하이난,중화요리,서초동 1692-5,3.2,6,7
한국수 교대점,한정식,서초동 1695-5,5.0,2,38
가츠몽 교대점,"돈까스,우동",서초동 1659-12,4.0,6,8
대독장 교대역점,"찌개,전골",서초동 1695-12,3.3,7,20
밀알떡볶이 서초본점,떡볶이,서초동 1669-3,2.5,2,25
설국,일식집,서초동 1694-22,4.1,9,3
돌배기집 교대역점,"육류,고기",서초동 1669-6,3.8,11,21
만경생태,"해물,생선",서초동 1697-16,4.2,5,7
명동곰돌이,국수,서초동 1696-5,3.5,23,18
아웃백스테이크하우스 딜리버리서초점,패밀리레스토랑,서초동 1678-2,5.0,1,3
미정국수0410 교대역점,국수,서초동 1670-3,4.1,7,25
공차 교대점,카페,서초동 1573-10,4.0,10,3
포석정,"육류,고기",서초동 1696-12,4.0,6,3
갯마을,"해물,생선",서초1동 1670-7,2.7,7,2
KFC 교대역점,패스트푸드,서초동 1693-3,2.6,13,5
토담,한정식,서초동 1690-3,2.7,4,0
파스쿠찌 교대메가스터디점,커피전문점,서초동 1671-2,1.0,4,3
카페느티,커피전문점,서초동 1688-1,3.4,8,8
로찌커피,카페,서초동 1676-2,0.0,0,4
칸지고고 서초본점,퓨전중식,서초동 1695-3,2.7,13,8
서초생곱창,"곱창,막창",서초동 1670-1,3.4,7,15
배스킨라빈스 교대역점,아이스크림,서초동 1689-1,0.0,0,7
본죽 교대역지파이브점,죽,서초동 1685-8,4.4,7,6
산해별미곤드레밥,한정식,서초동 1694-3,3.2,6,12
잭슨피자서초점,패스트푸드,서초동 1678-2,5.0,1,1
중앙 손칼국수콩국수전문,국수,서초동 1640-13,0.0,0,3
투썸플레이스 서초유니온타워점,커피전문점,서초동 1688-5,5.0,2,1
빛고을으뜸추어탕,추어,서초동 1697-15,1.7,10,10
BBQ 교대역점,치킨,서초동 1695-26,1.8,5,3
삼풍치킨 교대직영점,치킨,서초동 1695-13,4.7,3,3
순남시래기 교대점,한식,서초동 1698-15,3.6,11,5
아보키친,양식,서초동 1678-8,3.4,5,9
현우네돼지갈비,갈비,서초동 1691-8,4.7,3,7
바나프레소 교대점,카페,서초동 1669-3,5.0,1,2
샐러디 교대역점,패스트푸드,서초동 1670-3,5.0,2,5
텐소바,일식,서초동 1695-7,4.5,2,18
용봉,중화요리,서초동 1689-1,3.0,10,24
피자알볼로 서초점,피자,서초동 1673-5,4.8,5,2
김봉남포장마차 교대점,실내포장마차,서초동 1695-12,1.3,3,14
아디스아바바,카페,서초동 1675-9,3.8,20,22
피자헛 서초교대역점,피자,서초동 1689-2,0.0,0,0
빽다방 서울교대점,커피전문점,서초동 1671-5,4.0,6,5
커피빈 교대법원점,커피전문점,서초동 1699-16,4.3,4,1
빚은 교대점,"떡,한과",서초동 1696-15,2.7,5,11
커피랑도서관 교대역점,북카페,서초동 1686-6,5.0,2,2
엉터리생고기 교대역점,"육류,고기",서초동 1696-13,4.2,10,9
포메인 교대점,동남아음식,서초동 1685-8,2.6,5,21
어사와,회,서초동 1699-14,5.0,2,2
정한뿌리죽키친,죽,서초동 1678-2,0.0,0,12
프랑세즈과자점,"제과,베이커리",서초동 1687,4.4,11,7
김밥천국 교대점,분식,서초동 1671-5,2.0,3,1
어바웃샤브&철판구이 교대역점,샤브샤브,서초동 1658-2,0.0,0,8
이즈커피,커피전문점,서초동 1677-1,0.0,0,4
뚜레쥬르 교대역점,"제과,베이커리",서초동 1678-1,3.1,7,0
소공동뚝배기집 교대점,"찌개,전골",서초동 1659-17,3.5,4,23
달무티 교대점,보드카페,서초동 1698-9,3.3,3,2
아비꼬 교대역점,퓨전요리,서초동 1671-5,2.5,4,3
다미한정식,한정식,서초동 1695-2,4.0,2,0
이디야커피 교대역점,커피전문점,서초동 1669-15,4.0,3,1
커피빈 서초지파이브점,커피전문점,서초동 1685-8,3.0,2,0
교대복집,복어,서초동 1671-1,4.7,3,0
제이스커피나인 교대점,커피전문점,서초동 1671-5,2.0,3,2
감천양조장,"호프,요리주점",서초동 1657-9,5.0,2,8
브라운치킨 교대역점,치킨,서초동 1671-5,3.4,9,2
교대불고기 교대본점,"불고기,두루치기",서울 서초구 서초동 1675-7,5.0,1,3
오부대찌개,"찌개,전골",서초동 1670-9,4.0,1,14
사보텐 교대점,"돈까스,우동",서초동 1691-2,3.3,7,16
종로김밥 교대역점,분식,서초동 1689-2,4.7,6,5
카페올리,카페,서초동 1676-5,3.0,2,7
깐부치킨 교대역7번출구점,치킨,서초동 1695-5,4.0,2,2
요거프레소 서초법원점,디저트카페,서초동 1695-12,0.0,0,2
백년육일집,곰탕,서초동 1678-3,3.0,3,4
파리바게뜨 교대역KT점,"제과,베이커리",서초동 1695-20,2.4,5,0
삼풍치킨 교대본점,치킨,서초4동 1691-1,3.2,7,3
바오밥나무,커피전문점,서초동 1640-1,4.7,9,4
하나일식,일식집,서초동 1657-10,0.0,0,0
스쿨푸드딜리버리 서초점,분식,서초동 1666-9,0.0,0,4
서초예술가 교대본점,술집,서초동 1671-5,4.0,1,10
간장풍경,"해물,생선",서초동 1671-2,3.5,2,4
전주식당,한식,서초동 1670-4,3.8,4,0
김기봉관자,일본식주점,서초동 1640-12,3.3,7,10
던킨도너츠 교대법원점,도넛,서초동 1694-25,1.7,3,0
태평양일식 별관,일식집,서초동 1691-1,3.0,3,1
플랫,카페,서초동 1659-2,5.0,1,9
혼부리,"돈까스,우동",서초동 1637-1,2.0,4,10
마릴린,양식,서초동 1693-3,4.5,2,9
아리스타커피 교대점,커피전문점,서초동 1659-6,5.0,1,1
월출설렁탕,설렁탕,서울 서초구 서초동 1675-10,5.0,1,1
제일호프 교대점,"호프,요리주점",서초동 1671-5,0.0,0,3
오토 서초직영점,한식,서초동 1637-1,4.5,2,12
진해동복집,복어,서초동 1696-2,5.0,10,2
스템커피 서초KB점,카페,서초동 1687-1,0.0,0,1
금송아지,"육류,고기",서초동 1688-3,2.0,5,13
명동손국수,국수,서초동 1675-8,4.0,1,6
교대바다마을자연산횟집,회,서초동 1695-2,0.0,0,0
더벤티 교대점,커피전문점,서초동 1671-5,4.5,2,1
보돌미역 서울교대점,한식,서초동 1695-3,0.0,0,1
시래향2호점 G5점,한식,서초동 1685-8,0.0,0,2
커피에반하다 서울교대역점,커피전문점,서초동 1671-5,5.0,1,0
이디야커피 서초법조타운점,커피전문점,서초동 1695-19,5.0,2,0
우정소고기삼겹살,"육류,고기",서초동 1675-19,5.0,3,8
토프레소 교대점,커피전문점,서초동 1639-3,3.0,1,2
브라이언스버거,햄버거,서울 서초구 서초동 1676-6,2.0,1,11
일마레 교대역점,이탈리안,서초동 1693-3,2.0,1,2
창고43 교대점,"육류,고기",서초동 1692-13,0.0,0,3
봄불고기,한식,서초동 1685-8,3.0,6,14
제주석갈비,한정식,서초동 1670-9,0.0,0,9
페리카나 교대역점,치킨,서초동 1640-1,3.0,1,1
탐커피,커피전문점,서초동 1637-1,0.0,0,20
베이커스테일,"제과,베이커리",서초동 1670-12,4.1,10,4
안면도해물요리,"해물,생선",서초동 1658-12,5.0,2,4
서초동연가 교대역점,"육류,고기",서초동 1669-1,1.0,1,3
스노우볼 교대점,카페,서초동 1677-1,3.6,10,6
본도시락 교대역점,도시락,서초동 1670-3,2.5,4,3
전국국수자랑,국수,서초동 1698-11,2.3,3,6
전주 두레박콩나물국밥,국밥,서초동 1638-10,1.0,1,4
커피온리 교대역점,커피전문점,서초동 1673-1,5.0,1,3
죠샌드위치 교대역점,샌드위치,서초동 1668-21,3.0,2,1
토프레소 교대역점,커피전문점,서초동 1692-13,4.0,1,0
교대슈퍼,술집,서초동 1690-1,0.0,0,6
북새통,"호프,요리주점",서초동 1669-3,4.0,1,0
톨리브 교대지점,양식,서초동 1695-26,3.0,3,20
세븐브릭스커피 교대점,커피전문점,서초동 1695-1,4.0,1,1
바토스 서초점,"멕시칸,브라질",서초동 1678-8,0.0,0,1
우리집밥 본점,한식,서초동 1675-9,2.0,1,2
깜닭치킨 교대점,치킨,서초동 1669-8,0.0,0,1
엘리스파이 서초점,"제과,베이커리",서초동 1671-5,5.0,1,7
세븐스웨이브커피 교대점,카페,서초동 1676-5,3.0,2,0
153구포국수 교대역점,국수,서초동 1670-9,0.0,0,5
서초마을,한식,서초동 1640-1,0.0,0,2
창라이,중식,서초동 1693-3,0.0,0,1
블루문,칵테일바,서초동 1640-13,0.0,0,0
밀러타임 교대삼풍점,"호프,요리주점",서초동 1685-8,0.0,0,1
달링스테이크 교대점,"스테이크,립",서초동 1671-5,5.0,5,2
더카페 교대법조타운점,커피전문점,서초동 1692-6,4.5,2,2
더카페 교대역점,커피전문점,서초동 1669-11,4.5,2,1
푸드2900 교대역점,분식,서초동 1695-19,1.0,5,2
놀부보쌈 서초공유주방점,"족발,보쌈",서초동 1678-3,0.0,0,0
웰빙쌀빵,"제과,베이커리",서초동 1748-22,2.0,2,2
마노핀 교대역점,디저트카페,서초동 1715-9,3.0,1,2
삼풍호프,"호프,요리주점",서초동 1695-19,0.0,0,4
주마등,한식,서초동 1687,4.5,5,2
밀히,커피전문점,서초동 1637-1,4.5,4,3
서울창업카페 서초교대점,카페,서초동 1748-4,5.0,1,4
더파우치,카페,서초동 1669-4,5.0,1,4
오니기리와이규동 교대메가스터디점,퓨전일식,서초동 1671-3,4.0,4,5
수라,한식,서초동 1689-2,2.8,4,11
코바코 교대점,"돈까스,우동",서초동 1669-1,1.8,4,5
어번그룹바토스서초점,양식,서초동 1678-2,0.0,0,0
둘둘치킨,치킨,서초동 1678-1,0.0,0,0
더베이크 교대역점,"제과,베이커리",서초동 1748-4,2.0,1,2
카페더노라,카페,서초동 1696-7,0.0,0,1
투쓰리커피 교대역점,커피전문점,서초동 1657-10,5.0,3,0
와바 교대역점,"호프,요리주점",서초동 1696-12,4.5,4,2
펠리체,이탈리안,서초1동 1677-8,0.0,0,0
서초골뱅이,"호프,요리주점",서초동 1671-5,0.0,0,0
안동생가 서초분점,한식,서초동 1691-1,0.0,0,1
청송일식,일식집,서초동 1696-11,3.0,1,0
공수간 교대역점,떡볶이,서초동 1671-5,0.0,0,0
나누다키친 교대1호점,인도음식,서초동 1696-15,0.0,0,2
에이치바,술집,서초동 1659-1,0.0,0,0
콩&콩카페,국밥,서초동 1659-17,0.0,0,0
KT올레캠퍼스 구내식당,구내식당,서초4동 1692-13,0.0,0,0
루트에브리데이,양식,서초동 1678-2,0.0,0,0
커피니 잡코리아점,커피전문점,서초동 1692-1,3.3,3,0
라온제나,커피전문점,서초동 1694-6,5.0,2,0
김이박 부대찌개&스테이크 서울교대점,"찌개,전골",서초동 1671-5,1.0,2,4
와이너리,양식,서초동 1639-9,5.0,2,0
버크셔코리아 교대점,"육류,고기",서초동 1668-3,3.8,5,0
커리146 서초점,인도음식,서초동 1678-8,0.0,0,0
선수사,일식집,서초동 1659-2,0.0,0,0
일식우림,일식집,서울 서초구 서초동 1694-13,4.0,10,0
효동전,"해물,생선",서울 서초구 서초동 1694-13,3.0,1,1
교대정,한정식,서초동 1695-12,0.0,0,4
고메이,"호프,요리주점",서초4동 1691-1,0.0,0,0
맥주창고,"호프,요리주점",서초동 1668-7,0.0,0,0
추억속의더카페,술집,서초동 1670-13,0.0,0,0
탕수육본능,중화요리,서초동 1678-8,0.0,0,0
래티스커피,카페,서초동 1667-1,0.0,0,2
바다세꼬시,회,서초동 1671-5,0.0,0,0
미조복집,복어,서초동 1695-13,0.0,0,0
알찬냄비,한식,서초동 1671-5,0.0,0,4
올레캠퍼스카페,카페,서초4동 1692-13,0.0,0,0
교대떡볶이,떡볶이,서초동 1639-3,0.0,0,0
